councilchamber_s1_r1_ir_1_96000_1,,,,,,,,,,,
T60,,1.4315,0.7235,0.784,0.766,0.859,0.9495,0.8905,0.8145,0.664,0.3765
STI male,,0.63 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s3_r3_ir_1_96000_2,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.455,0.832,0.613,0.746,0.782,0.896,0.883,0.812,0.618,0.363
T30 [s],,1.472,0.963,0.661,0.781,0.84,0.937,0.885,0.809,0.638,0.378
T60,,1.4635,0.8975,0.637,0.7635,0.811,0.9165,0.884,0.8105,0.628,0.3705
STI male,,0.67 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s3_r3_ir_1_96000_3,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.21,0.874,0.626,0.736,0.868,0.95,0.934,0.823,0.62,0.362
T30 [s],,1.26,0.843,0.74,0.741,0.846,0.954,0.929,0.826,0.627,0.379
T60,,1.235,0.8585,0.683,0.7385,0.857,0.952,0.9315,0.8245,0.6235,0.3705
STI male,,0.60 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s3_r3_ir_1_96000_4,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.382,0.946,0.692,0.697,0.926,0.977,0.924,0.815,0.616,0.373
T30 [s],,1.446,1.308,0.754,0.8,0.916,0.937,0.904,0.824,0.642,0.392
T60,,1.414,1.127,0.723,0.7485,0.921,0.957,0.914,0.8195,0.629,0.3825
STI male,,0.66 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s3_r4_ir_1_96000_1,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.652,0.739,0.702,0.766,0.846,0.964,0.918,0.806,0.661,0.374
T30 [s],,1.742,0.758,0.74,0.766,0.853,0.966,0.893,0.81,0.675,0.393
T60,,1.697,0.7485,0.721,0.766,0.8495,0.965,0.9055,0.808,0.668,0.3835
STI male,,0.66 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s3_r4_ir_1_96000_2,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.539,0.752,0.612,0.635,0.824,0.935,0.895,0.81,0.614,0.367
T30 [s],,1.545,0.799,0.642,0.796,0.858,0.932,0.874,0.817,0.634,0.383
T60,,1.542,0.7755,0.627,0.7155,0.841,0.9335,0.8845,0.8135,0.624,0.375
STI male,,0.69 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s3_r4_ir_1_96000_3,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,1.175,0.998,0.628,0.78,0.943,0.958,0.919,0.816,0.615,0.373
T30 [s],,1.304,0.828,0.708,0.843,0.922,0.931,0.911,0.821,0.635,0.391
T60,,1.2395,0.913,0.668,0.8115,0.9325,0.9445,0.915,0.8185,0.625,0.382
STI male,,0.61 (Good),,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
councilchamber_s3_r4_ir_1_96000_4,,,,,,,,,,,
,,31.5,63,125,250,500,1000,2000,4000,8000,16000
T20 [s],,0.927,0.787,0.689,0.675,0.896,0.898,0.88,0.829,0.62,0.386
T30 [s],,0.887,1.324,0.782,0.762,0.92,0.938,0.894,0.837,0.642,0.393
T60,,0.907,1.0555,0.7355,0.7185,0.908,0.918,0.887,0.833,0.631,0.3895
STI male,,0.63 (Good),,,,,,,,,
